"ResponseId","geo_zipcode","SWLS","MLQ_P","PRLQ","walkscore_walkscore","walkscore_transitscore","walkscore_bikescore","walkscore_city_name","walkscore_state_name","mobility_city_name","mobility_msa_name","mobility_score","Seg_Rank","Seg_City","Seg_State","Segregation_Divergence_Score","Segregation_Category","ZIP_FIPS","ZIP_Name","ZIP_X3_Digit_Tabulation","ZIP_X5_Digit_Tabulation","ZIP_Area_Name","ZIP_Zipcode_Zone","ZIP_State_Territory","ZIP_Total_Population","ZIP_Population_Density","ZIP_Area","ZIP_Total_Population1","ZIP_Total_Population_Male","ZIP_Total_Population_Female","ZIP_X_Total_Population_Male","ZIP_X_Total_Population_Female","ZIP_Total_Population2","ZIP_Total_Population_Under_5_Years","ZIP_Total_Population_5_to_9_Years","ZIP_Total_Population_10_to_14_Years","ZIP_Total_Population_15_to_17_Years","ZIP_Total_Population_18_to_24_Years","ZIP_Total_Population_25_to_34_Years","ZIP_Total_Population_35_to_44_Years","ZIP_Total_Population_45_to_54_Years","ZIP_Total_Population_55_to_64_Years","ZIP_Total_Population_65_to_74_Years","ZIP_Total_Population_75_to_84_Years","ZIP_Total_Population_85_Years_And_Over","ZIP_X_Total_Population_Under_5_Years","ZIP_X_Total_Population_5_to_9_Years","ZIP_X_Total_Population_10_to_14_Years","ZIP_X_Total_Population_15_to_17_Years","ZIP_X_Total_Population_18_to_24_Years","ZIP_X_Total_Population_25_to_34_Years","ZIP_X_Total_Population_35_to_44_Years","ZIP_X_Total_Population_45_to_54_Years","ZIP_X_Total_Population_55_to_64_Years","ZIP_X_Total_Population_65_to_74_Years","ZIP_X_Total_Population_75_to_84_Years","ZIP_X_Total_Population_85_Years_And_Over","ZIP_Total_Population3","ZIP_Total_Population_White_Alone","ZIP_Total_Population_Black_or.African_American_Alone","ZIP_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_Total_Population_Asian_Alone","ZIP_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_Total_Population_Some_Other_Race_Alone","ZIP_Total_Population_Two_Or_More_Races","ZIP_X_Total_Population_White_Alone","ZIP_X_Total_Population_Black_or_African_American_Alone","ZIP_X_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_X_Total_Population_Asian_Alone","ZIP_X_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_X_Total_Population_Some_Other_Race_Alone","ZIP_X_Total_Population_Two_Or_More_Races","ZIP_Households","ZIP_Households_Family_Households","ZIP_Households_Married_Couple_Family","ZIP_Households_Other_Family","ZIP_Households_Male_Householder_No_Wife_Present","ZIP_Households_Female_Householder_No_Husband_Present","ZIP_Households_Nonfamily_Households","ZIP_Nonfamily_Households_Male_Householder","ZIP_Nonfamily_Households_Female_Householder","ZIP_X_Households_Family_Households","ZIP_X_Households_Married_Couple_Family","ZIP_X_Households_Other_Family","ZIP_X_Households_Male_Householder_No_Wife_Present","ZIP_X_Households_Female_Householder_No_Husband_Present","ZIP_X_Households_Nonfamily_Households","ZIP_X_Nonfamily_Households_Male_Householder","ZIP_X_Nonfamily_Households_Female_Householder","ZIP_Median_Household_Income","ZIP_Housing_Units","ZIP_Occupied_Housing_Units","ZIP_Owner_Occupied","ZIP_Renter_Occupied","ZIP_X_Owner_Occupied","ZIP_X_Renter_Occupied","ZIP_Population_With_Poverty_Status","ZIP_Poverty_Status_Under_1.00","ZIP_Poverty_Status_1.00_to_1.99","ZIP_Poverty_Status_Under_2.00","ZIP_Poverty_Status_2.00_and_Over","ZIP_X_Poverty_Status_Under_1.00","ZIP_X_Poverty_Status_1.00_to_1.99","ZIP_X_Poverty_Status_Under_2.00","ZIP_X_Poverty_Status_2.00_and_Over","ZIP_Total_Population_Last","ZIP_Total_Not_Hispanic","ZIP_Total_Not_Hispanic_White_Alone","ZIP_Total_Not_Hispanic_Black_Alone","ZIP_Total_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_Total_Not_Hispanic_Asian_Alone","ZIP_Total_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_Total_Not_Hispanic_Other_Race","ZIP_Total_Not_Hispanic_Two_or_More_Races","ZIP_Total_Hispanic","ZIP_X_Not_Hispanic","ZIP_X_Not_Hispanic_White_Alone","ZIP_X_Not_Hispanic_Black_Alone","ZIP_X_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_X_Not_Hispanic_Asian_Alone","ZIP_X_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_X_Not_Hispanic_Other_Race","ZIP_X_Not_Hispanic_Two_or_More_Races","ZIP_X_Hispanic"
"R_2Xp8P0c51SzZNNw",28226,5.42,8.37,4.84,0.96,0.18,0.35,"Charlotte","NC","Charlotte city","Charlotte-Concord-Gastonia_NC-SC Metro Area",0.142,41,"Charlotte city"," NC",0.2347,"High Segregation",28226,"ZCTA5 28226",282,28226,"ZCTA5 28226","Central East Coast (Around VA)","NC",38475,2612.563,14.7269176536725,38475,18371,20104,47.75,52.25,38475,2061,2812,2301,1934,2128,4326,6145,5384,4798,3876,2010,700,5.36,7.31,5.98,5.03,5.53,11.24,15.97,13.99,12.47,10.07,5.22,1.82,38475,29276,3168,154,1238,0,1303,3336,76.09,8.23,0.4,3.22,0,3.39,8.67,15659,10476,8760,1716,495,1221,5183,2314,2869,66.9,55.94,10.96,3.16,7.8,33.1,14.78,18.32,116220,16772,15659,10998,4661,70.23,29.77,38246,1942,2641,4583,33663,5.08,6.91,11.98,88.02,38475,34079,28554,3139,0,1238,0,91,1057,4396,88.57,74.21,8.16,0,3.22,0,0.24,2.75,11.43
"R_1rOfyDsD0lLLYMG",83642,7.62,3.01,6.54,0.71,0.57,0.24,"Boise City","ID","Boise City city","Boise City_ID Metro Area",0.163,116,"Boise City city"," ID",0.0379,"Low-Medium Segregation",83642,"ZCTA5 83642",836,83642,"ZCTA5 83642","Western Interior (Around CO)","ID",54645,1317.56,41.4743913871416,54645,27129,27516,49.65,50.35,54645,2809,3516,4354,2425,4105,7026,8253,8498,6316,4540,2001,802,5.14,6.43,7.97,4.44,7.51,12.86,15.1,15.55,11.56,8.31,3.66,1.47,54645,47637,425,271,1330,10,1701,3271,87.18,0.78,0.5,2.43,0.02,3.11,5.99,20545,14804,12309,2495,949,1546,5741,2334,3407,72.06,59.91,12.14,4.62,7.52,27.94,11.36,16.58,93169,21078,20545,14753,5792,71.81,28.19,54291,2488,6162,8650,45641,4.58,11.35,15.93,84.07,54645,49796,46008,386,192,1317,10,389,1494,4849,91.13,84.19,0.71,0.35,2.41,0.02,0.71,2.73,8.87
"R_1q3fVhCl2PGz92x",87124,9.16,2.6,5.99,0.26,0.86,0.58,"Albuquerque","NM","Albuquerque city","Albuquerque_NM Metro Area",0.13,104,"Albuquerque city"," NM",0.0966,"Low-Medium Segregation",87124,"ZCTA5 87124",871,87124,"ZCTA5 87124","Western Interior (Around CO)","NM",57239,734.3189,77.9484198382386,57239,28548,28691,49.88,50.12,57239,2749,3681,4021,2548,4428,7367,7376,6645,7484,6636,3062,1242,4.8,6.43,7.02,4.45,7.74,12.87,12.89,11.61,13.08,11.59,5.35,2.17,57239,38920,1994,2277,1453,150,3970,8475,68,3.48,3.98,2.54,0.26,6.94,14.81,21520,15143,11184,3959,923,3036,6377,2996,3381,70.37,51.97,18.4,4.29,14.11,29.63,13.92,15.71,72986,22483,21520,16851,4669,78.3,21.7,56528,3867,8738,12605,43923,6.84,15.46,22.3,77.7,57239,33010,26512,1770,1783,1296,68,92,1489,24229,57.67,46.32,3.09,3.12,2.26,0.12,0.16,2.6,42.33
"R_31yZTqNPMewtXC9",64106,3.51,1.5,4.31,0.75,0.93,0.62,"Kansas City","MO","Kansas City city","Kansas City_MO-KS Metro Area",0.146,34,"Kansas City city"," MO",0.2754,"High Segregation",64106,"ZCTA5 64106",641,64106,"ZCTA5 64106","Central Interior (Around IL)","MO",10811,6719.762,1.60883679769945,10811,5976,4835,55.28,44.72,10811,764,794,407,173,1500,3032,1368,1109,1034,522,77,31,7.07,7.34,3.76,1.6,13.87,28.05,12.65,10.26,9.56,4.83,0.71,0.29,10811,5052,4162,15,880,0,128,574,46.73,38.5,0.14,8.14,0,1.18,5.31,5340,1699,739,960,50,910,3641,2311,1330,31.82,13.84,17.98,0.94,17.04,68.18,43.28,24.91,52576,6025,5340,826,4514,15.47,84.53,9986,3647,1516,5163,4823,36.52,15.18,51.7,48.3,10811,10219,4722,4162,15,880,0,0,440,592,94.52,43.68,38.5,0.14,8.14,0,0,4.07,5.48
"R_2CURnhfzipjaimp",60605,5.29,7.52,1.21,0.01,0.68,0.24,"Chicago","IL","Chicago city","Chicago-Naperville-Elgin_IL-IN-WI Metro Area",0.119,4,"Chicago city"," IL",0.6223,"High Segregation",60605,"ZCTA5 60605",606,60605,"ZCTA5 60605","Central Interior (Around IL)","IL",34314,23988.67,1.43042554637319,34314,16869,17445,49.16,50.84,34314,1045,1094,797,183,4684,10778,5798,3121,2886,2130,1553,245,3.05,3.19,2.32,0.53,13.65,31.41,16.9,9.1,8.41,6.21,4.53,0.71,34314,20359,5210,73,5434,0,795,2443,59.33,15.18,0.21,15.84,0,2.32,7.12,18817,5714,4936,778,170,608,13103,6287,6816,30.37,26.23,4.13,0.9,3.23,69.63,33.41,36.22,116462,20573,18817,8035,10782,42.7,57.3,31286,2935,1670,4605,26681,9.38,5.34,14.72,85.28,34314,31050,18761,5171,62,5434,0,248,1374,3264,90.49,54.67,15.07,0.18,15.84,0,0.72,4,9.51
"R_1Cw0mGBU0WQgtfx",30309,9.21,7.95,2.06,0.45,0.5,0.73,"Atlanta","GA","Atlanta city","Atlanta-Sandy Springs-Alpharetta_GA Metro Area",0.139,15,"Atlanta city"," GA",0.363,"High Segregation",30309,"ZCTA5 30309",303,30309,"ZCTA5 30309","South East (Around FL)","GA",29600,8945.818,3.30880838057937,29600,16155,13445,54.58,45.42,29600,707,420,480,457,4054,10255,3852,3097,3497,2039,615,127,2.39,1.42,1.62,1.54,13.7,34.65,13.01,10.46,11.81,6.89,2.08,0.43,29600,20353,3913,140,2936,12,295,1951,68.76,13.22,0.47,9.92,0.04,1,6.59,18020,5061,4377,684,193,491,12959,7197,5762,28.09,24.29,3.8,1.07,2.72,71.91,39.94,31.98,110303,20184,18020,8605,9415,47.75,52.25,29077,3178,2200,5378,23699,10.93,7.57,18.5,81.5,29600,27693,19508,3786,88,2885,12,101,1313,1907,93.56,65.91,12.79,0.3,9.75,0.04,0.34,4.44,6.44
"R_29brgmhQsGQkn1E",97034,9.65,3.53,8.24,0.81,0.19,0.91,"Portland","OR","Portland city","Portland-Vancouver-Hillsboro_OR-WA Metro Area",0.155,111,"Portland city"," OR",0.0683,"Low-Medium Segregation",97034,"ZCTA5 97034",970,97034,"ZCTA5 97034","West Coast (includes Hawaii/Alaska)","OR",20930,2701.014,7.748940921734,20930,10876,10054,51.96,48.04,20930,862,1062,1725,1062,721,1494,2426,3256,3192,3107,1521,502,4.12,5.07,8.24,5.07,3.44,7.14,11.59,15.56,15.25,14.84,7.27,2.4,20930,17254,47,19,1216,142,197,2055,82.44,0.22,0.09,5.81,0.68,0.94,9.82,8486,5956,5322,634,205,429,2530,1037,1493,70.19,62.72,7.47,2.42,5.06,29.81,12.22,17.59,140687,9054,8486,6459,2027,76.11,23.89,20876,763,1900,2663,18213,3.65,9.1,12.76,87.24,20930,19972,17072,47,8,1216,19,119,1491,958,95.42,81.57,0.22,0.04,5.81,0.09,0.57,7.12,4.58
"R_3CAUnBhEyI0hWrw",43229,2.3,5.5,4.22,0.68,0.61,0.56,"Columbus","OH","Columbus city","Columbus_OH Metro Area",0.157,54,"Columbus city"," OH",0.2088,"High Segregation",43229,"ZCTA5 43229",432,43229,"ZCTA5 43229","Great Lakes (Around MI)","OH",55168,6104.026,9.03796928788859,55168,27041,28127,49.02,50.98,55168,4922,4583,3244,1958,5035,10097,7040,6358,5679,3612,1897,743,8.92,8.31,5.88,3.55,9.13,18.3,12.76,11.52,10.29,6.55,3.44,1.35,55168,19845,24700,237,3303,0,900,6183,35.97,44.77,0.43,5.99,0,1.63,11.21,21734,12882,6956,5926,1630,4296,8852,4474,4378,59.27,32.01,27.27,7.5,19.77,40.73,20.59,20.14,52124,23267,21734,8764,12970,40.32,59.68,54525,11786,13472,25258,29267,21.62,24.71,46.32,53.68,55168,49283,17702,24593,23,3303,0,108,3554,5885,89.33,32.09,44.58,0.04,5.99,0,0.2,6.44,10.67
"R_3CAUnBhEyI0hWrw",43229,2.3,5.5,4.22,0.68,0.61,0.56,"Columbus","OH","Columbus city","Columbus_OH Metro Area",0.157,59,"Columbus city"," GA",0.1893,"High Segregation",43229,"ZCTA5 43229",432,43229,"ZCTA5 43229","Great Lakes (Around MI)","OH",55168,6104.026,9.03796928788859,55168,27041,28127,49.02,50.98,55168,4922,4583,3244,1958,5035,10097,7040,6358,5679,3612,1897,743,8.92,8.31,5.88,3.55,9.13,18.3,12.76,11.52,10.29,6.55,3.44,1.35,55168,19845,24700,237,3303,0,900,6183,35.97,44.77,0.43,5.99,0,1.63,11.21,21734,12882,6956,5926,1630,4296,8852,4474,4378,59.27,32.01,27.27,7.5,19.77,40.73,20.59,20.14,52124,23267,21734,8764,12970,40.32,59.68,54525,11786,13472,25258,29267,21.62,24.71,46.32,53.68,55168,49283,17702,24593,23,3303,0,108,3554,5885,89.33,32.09,44.58,0.04,5.99,0,0.2,6.44,10.67
"R_3RavmYUuTJhkNFi",78701,5.57,3.3,5.47,0.68,0.37,0.57,"Austin","TX","Austin city","Austin-Round Rock-Georgetown_TX Metro Area",0.181,76,"Austin city"," TX",0.1613,"Low-Medium Segregation",78701,"ZCTA5 78701",787,78701,"ZCTA5 78701","Central South (Around TX)","TX",10659,7067.048,1.50826760587308,10659,6066,4593,56.91,43.09,10659,35,62,63,33,752,3143,1881,1711,1771,840,343,25,0.33,0.58,0.59,0.31,7.06,29.49,17.65,16.05,16.62,7.88,3.22,0.23,10659,8206,292,6,798,14,117,1226,76.99,2.74,0.06,7.49,0.13,1.1,11.5,6667,1907,1847,60,38,22,4760,3141,1619,28.6,27.7,0.9,0.57,0.33,71.4,47.11,24.28,148049,7328,6667,3294,3373,49.41,50.59,10510,1472,429,1901,8609,14.01,4.08,18.09,81.91,10659,8897,7313,270,6,746,14,16,532,1762,83.47,68.61,2.53,0.06,7,0.13,0.15,4.99,16.53
"R_1pRNErfai0009J4",74104,6.21,5.38,3.81,0.19,0.89,0.48,"Tulsa","OK","Tulsa city","Tulsa_OK Metro Area",0.156,53,"Tulsa city"," OK",0.2118,"High Segregation",74104,"ZCTA5 74104",741,74104,"ZCTA5 74104","Central South (Around TX)","OK",12517,4618.882,2.70996313496433,12517,6251,6266,49.94,50.06,12517,559,536,478,243,2991,2058,1611,1474,1023,1025,370,149,4.47,4.28,3.82,1.94,23.9,16.44,12.87,11.78,8.17,8.19,2.96,1.19,12517,9085,839,657,392,11,208,1325,72.58,6.7,5.25,3.13,0.09,1.66,10.59,5412,2166,1508,658,269,389,3246,1698,1548,40.02,27.86,12.16,4.97,7.19,59.98,31.37,28.6,50365,6372,5412,2563,2849,47.36,52.64,11244,2882,1858,4740,6504,25.63,16.52,42.16,57.84,12517,11099,8278,825,596,392,11,47,950,1418,88.67,66.13,6.59,4.76,3.13,0.09,0.38,7.59,11.33
"R_3fVsAPRpz2F2BSQ",70113,8.45,5.43,2.19,0.85,0.86,0.02,"New Orleans","LA","New Orleans city","New Orleans-Metairie_LA Metro Area",0.118,23,"New Orleans city"," LA",0.3226,"High Segregation",70113,"ZCTA5 70113",701,70113,"ZCTA5 70113","Central South (Around TX)","LA",9613,10501.53,0.915390727679047,9613,5159,4454,53.67,46.33,9613,550,569,435,365,756,1546,1694,1082,1461,718,291,146,5.72,5.92,4.53,3.8,7.86,16.08,17.62,11.26,15.2,7.47,3.03,1.52,9613,2077,6445,45,48,0,99,899,21.61,67.04,0.47,0.5,0,1.03,9.35,4015,1615,615,1000,177,823,2400,1562,838,40.22,15.32,24.91,4.41,20.5,59.78,38.9,20.87,33598,5456,4015,907,3108,22.59,77.41,9609,3111,2560,5671,3938,32.38,26.64,59.02,40.98,9613,8531,1808,6395,0,48,0,4,276,1082,88.74,18.81,66.52,0,0.5,0,0.04,2.87,11.26
"R_DzQtvwbbWhfehbz",77030,2.69,4.36,8.97,0.88,0.55,0.2,"Houston","TX","Houston city","Houston-The Woodlands-Sugar Land_TX Metro Area",0.144,24,"Houston city"," TX",0.3187,"High Segregation",77030,"ZCTA5 77030",770,77030,"ZCTA5 77030","Central South (Around TX)","TX",12546,4860.814,2.58104902416536,12546,5897,6649,47,53,12546,914,832,395,130,1448,3002,1951,1247,948,1093,435,151,7.29,6.63,3.15,1.04,11.54,23.93,15.55,9.94,7.56,8.71,3.47,1.2,12546,7298,913,35,3343,1,111,845,58.17,7.28,0.28,26.65,0.01,0.88,6.74,5870,2711,2512,199,66,133,3159,1279,1880,46.18,42.79,3.39,1.12,2.27,53.82,21.79,32.03,90475,7289,5870,2228,3642,37.96,62.04,12064,1098,623,1721,10343,9.1,5.16,14.27,85.73,12546,11299,6617,913,9,3304,1,3,452,1247,90.06,52.74,7.28,0.07,26.34,0.01,0.02,3.6,9.94
"R_1rAZpBYcvslDis5",46217,9.58,7.6,9.35,0.69,0.92,0.28,"Indianapolis","IN","Indianapolis city","Indianapolis-Carmel-Anderson_IN Metro Area",0.142,NA,NA,NA,NA,NA,46217,"ZCTA5 46217",462,46217,"ZCTA5 46217","Great Lakes (Around MI)","IN",39082,1847.278,21.1565366326022,39082,19668,19414,50.32,49.68,39082,3011,3494,3317,1955,2459,4492,5530,5691,4414,3270,1001,448,7.7,8.94,8.49,5,6.29,11.49,14.15,14.56,11.29,8.37,2.56,1.15,39082,26229,3317,16,7003,0,947,1570,67.11,8.49,0.04,17.92,0,2.42,4.02,13596,9525,8254,1271,345,926,4071,1932,2139,70.06,60.71,9.35,2.54,6.81,29.94,14.21,15.73,85440,13837,13596,11062,2534,81.36,18.64,37967,2249,8205,10454,27513,5.92,21.61,27.53,72.47,39082,36580,25315,3286,16,7003,0,0,960,2502,93.6,64.77,8.41,0.04,17.92,0,0,2.46,6.4
"R_VLljYur6gl257RD",98144,9.06,1.85,8.96,0.46,0.45,0.73,"Seattle","WA","Seattle city","Seattle-Tacoma-Bellevue_WA Metro Area",0.17,101,"Seattle city"," WA",0.1043,"Low-Medium Segregation",98144,"ZCTA5 98144",981,98144,"ZCTA5 98144","West Coast (includes Hawaii/Alaska)","WA",32540,9658.298,3.36912371794773,32540,17410,15130,53.5,46.5,32540,1224,1205,1451,823,2324,7363,5173,4308,3198,3331,1544,596,3.76,3.7,4.46,2.53,7.14,22.63,15.9,13.24,9.83,10.24,4.74,1.83,32540,15730,4388,353,6318,292,1990,3469,48.34,13.48,1.08,19.42,0.9,6.12,10.66,14863,7511,5533,1978,760,1218,7352,4090,3262,50.53,37.23,13.31,5.11,8.19,49.47,27.52,21.95,97953,15609,14863,6946,7917,46.73,53.27,32217,3070,3282,6352,25865,9.53,10.19,19.72,80.28,32540,28819,14831,4341,227,6254,292,132,2742,3721,88.56,45.58,13.34,0.7,19.22,0.9,0.41,8.43,11.44
"R_3DdbJhr2153Op7e",60611,2.32,3.94,8.76,0.17,0.61,0.97,"Chicago","IL","Chicago city","Chicago-Naperville-Elgin_IL-IN-WI Metro Area",0.119,4,"Chicago city"," IL",0.6223,"High Segregation",60611,"ZCTA5 60611",606,60611,"ZCTA5 60611","Central Interior (Around IL)","IL",35247,44451.9,0.792924523202424,35247,16970,18277,48.15,51.85,35247,972,617,293,58,3535,10014,4650,2332,5241,4450,2231,854,2.76,1.75,0.83,0.16,10.03,28.41,13.19,6.62,14.87,12.63,6.33,2.42,35247,23195,1254,29,8400,0,838,1531,65.81,3.56,0.08,23.83,0,2.38,4.34,23054,7093,6515,578,302,276,15961,6705,9256,30.77,28.26,2.51,1.31,1.2,69.23,29.08,40.15,126812,28021,23054,10016,13038,43.45,56.55,35180,3136,1284,4420,30760,8.91,3.65,12.56,87.44,35247,33045,22366,1254,28,8400,0,188,809,2202,93.75,63.46,3.56,0.08,23.83,0,0.53,2.3,6.25
"R_2392m8ljfpw4BR3",11373,5.23,2.48,8.78,0.03,0.36,0.17,"New York","NY","New York city","New York-Newark-Jersey City_NY-NJ-PA Metro Area",0.095,7,"New York city"," NY",0.4379,"High Segregation",11373,"ZCTA5 11373",113,11373,"ZCTA5 11373","Lower North East (Arond NY)","NY",102618,67879.03,1.51177766074592,102618,51163,51455,49.86,50.14,102618,5489,5756,6613,4075,8015,17103,15955,13974,12241,8321,3931,1145,5.35,5.61,6.44,3.97,7.81,16.67,15.55,13.62,11.93,8.11,3.83,1.12,102618,11515,1585,824,50403,42,32221,6028,11.22,1.54,0.8,49.12,0.04,31.4,5.87,32644,22839,15415,7424,2375,5049,9805,4823,4982,69.96,47.22,22.74,7.28,15.47,30.04,14.77,15.26,67489,34900,32644,9001,23643,27.57,72.43,101697,11006,27705,38711,62986,10.82,27.24,38.07,61.93,102618,59229,4932,1541,293,50304,42,371,1746,43389,57.72,4.81,1.5,0.29,49.02,0.04,0.36,1.7,42.28
"R_3k6pywzSStNFOec",90620,4.56,3.64,2.44,0.3,0.43,0.97,"Anaheim","CA","Anaheim city","Los Angeles-Long Beach-Anaheim_CA Metro Area",0.103,89,"Anaheim city"," CA",0.14,"Low-Medium Segregation",90620,"ZCTA5 90620",906,90620,"ZCTA5 90620","West Coast (includes Hawaii/Alaska)","CA",47042,7387.326,6.36793375104441,47042,23535,23507,50.03,49.97,47042,2738,2846,3283,1363,3800,7347,6408,5632,6541,4307,1763,1014,5.82,6.05,6.98,2.9,8.08,15.62,13.62,11.97,13.9,9.16,3.75,2.16,47042,20671,816,193,14059,302,4750,6251,43.94,1.73,0.41,29.89,0.64,10.1,13.29,13223,11040,8677,2363,825,1538,2183,837,1346,83.49,65.62,17.87,6.24,11.63,16.51,6.33,10.18,115501,13532,13223,9746,3477,73.7,26.3,46811,3183,5739,8922,37889,6.8,12.26,19.06,80.94,47042,29765,13058,816,0,13889,302,107,1593,17277,63.27,27.76,1.73,0,29.52,0.64,0.23,3.39,36.73
"R_3FJbnmVbh204Ku8",38108,8.47,6.78,4.09,0.32,0.48,0.45,"Memphis","TN","Memphis city","Memphis_TN-MS-AR Metro Area",0.132,17,"Memphis city"," TN",0.3453,"High Segregation",38108,"ZCTA5 38108",381,38108,"ZCTA5 38108","South East (Around FL)","TN",17629,2320.949,7.59559812632337,17629,8699,8930,49.34,50.66,17629,1807,1307,1161,412,1636,2387,2114,1514,2849,1309,633,500,10.25,7.41,6.59,2.34,9.28,13.54,11.99,8.59,16.16,7.43,3.59,2.84,17629,3995,10606,34,0,0,2570,424,22.66,60.16,0.19,0,0,14.58,2.41,6560,3738,1649,2089,442,1647,2822,1466,1356,56.98,25.14,31.84,6.74,25.11,43.02,22.35,20.67,29757,7926,6560,2744,3816,41.83,58.17,17584,6283,5700,11983,5601,35.73,32.42,68.15,31.85,17629,13924,3066,10606,34,0,0,10,208,3705,78.98,17.39,60.16,0.19,0,0,0.06,1.18,21.02
"R_3PuZ0Zd5FK4pFER",94538,4.79,8,1.14,0.66,0.03,0.95,"Fremont","CA","Fremont city","San Francisco-Oakland-Berkeley_CA Metro Area",0.127,21,"Fremont city"," CA",0.3297,"High Segregation",94538,"ZCTA5 94538",945,94538,"ZCTA5 94538","West Coast (includes Hawaii/Alaska)","CA",66215,4002.826,16.5420627431478,66215,33819,32396,51.07,48.93,66215,3855,3837,3902,2267,4427,13225,10828,9287,7432,4066,1758,1331,5.82,5.79,5.89,3.42,6.69,19.97,16.35,14.03,11.22,6.14,2.65,2.01,66215,14132,2563,533,36057,509,7678,4743,21.34,3.87,0.8,54.45,0.77,11.6,7.16,22104,16405,13341,3064,872,2192,5699,3237,2462,74.22,60.36,13.86,3.94,9.92,25.78,14.64,11.14,143146,23351,22104,9897,12207,44.77,55.23,65670,3277,4485,7762,57908,4.99,6.83,11.82,88.18,66215,53909,11738,2517,423,35998,500,437,2296,12306,81.42,17.73,3.8,0.64,54.37,0.76,0.66,3.47,18.58
"R_30xfpuM6nLVHDNS",75001,8.24,5.62,8.53,0.61,0.7,0.69,"Dallas","TX","Dallas city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,12,"Dallas city"," TX",0.3968,"High Segregation",75001,"ZCTA5 75001",750,75001,"ZCTA5 75001","Central South (Around TX)","TX",16633,4432.622,3.75240657485672,16633,8356,8277,50.24,49.76,16633,736,491,474,207,1720,5112,2850,2125,1398,1191,240,89,4.42,2.95,2.85,1.24,10.34,30.73,17.13,12.78,8.4,7.16,1.44,0.54,16633,9243,2949,101,1226,0,1187,1927,55.57,17.73,0.61,7.37,0,7.14,11.59,9355,3319,2346,973,254,719,6036,2937,3099,35.48,25.08,10.4,2.72,7.69,64.52,31.39,33.13,77598,10370,9355,1449,7906,15.49,84.51,16592,1404,2754,4158,12434,8.46,16.6,25.06,74.94,16633,12110,7116,2927,68,1207,0,101,691,4523,72.81,42.78,17.6,0.41,7.26,0,0.61,4.15,27.19
"R_Q9QxNUFRjk8sxY5",97219,7.69,9.42,1.72,0.9,0.03,0.18,"Portland","OR","Portland city","Portland-Vancouver-Hillsboro_OR-WA Metro Area",0.155,111,"Portland city"," OR",0.0683,"Low-Medium Segregation",97219,"ZCTA5 97219",972,97219,"ZCTA5 97219","West Coast (includes Hawaii/Alaska)","OR",44074,3767.118,11.6996603845269,44074,20571,23503,46.67,53.33,44074,2573,2632,2282,1350,3623,5994,6940,6449,4781,4995,1814,641,5.84,5.97,5.18,3.06,8.22,13.6,15.75,14.63,10.85,11.33,4.12,1.45,44074,34936,1440,174,2396,67,624,4437,79.27,3.27,0.39,5.44,0.15,1.42,10.07,18344,10915,8944,1971,367,1604,7429,3268,4161,59.5,48.76,10.74,2,8.74,40.5,17.82,22.68,114341,19071,18344,13156,5188,71.72,28.28,42761,2543,4170,6713,36048,5.95,9.75,15.7,84.3,44074,40551,33673,1394,35,2304,67,248,2830,3523,92.01,76.4,3.16,0.08,5.23,0.15,0.56,6.42,7.99
"R_3mmb9eWh1RLHpOI",60641,8,2.13,3.52,0.73,0.31,0.15,"Chicago","IL","Chicago city","Chicago-Naperville-Elgin_IL-IN-WI Metro Area",0.119,4,"Chicago city"," IL",0.6223,"High Segregation",60641,"ZCTA5 60641",606,60641,"ZCTA5 60641","Central Interior (Around IL)","IL",68968,17127.5,4.02674105053769,68968,34592,34376,50.16,49.84,68968,4197,4070,4248,2391,5988,10997,11003,9629,8446,4916,2168,915,6.09,5.9,6.16,3.47,8.68,15.95,15.95,13.96,12.25,7.13,3.14,1.33,68968,35157,2149,595,3697,27,15902,11441,50.98,3.12,0.86,5.36,0.04,23.06,16.59,25018,15432,10348,5084,1794,3290,9586,4979,4607,61.68,41.36,20.32,7.17,13.15,38.32,19.9,18.41,79884,27222,25018,13439,11579,53.72,46.28,68434,8739,10795,19534,48900,12.77,15.77,28.54,71.46,68968,32137,24391,1805,45,3636,18,322,1920,36831,46.6,35.37,2.62,0.07,5.27,0.03,0.47,2.78,53.4
